,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.09739296719467637
1,0.01,0.09739296719467637
2,0.02,0.09797908177862456
3,0.03,0.12160208024310702
4,0.04,0.12184552785120135
5,0.05,0.12184552785120135
6,0.06,0.12233388619092724
7,0.07,0.13225793972288707
8,0.08,0.1387611515111055
9,0.09,0.1387611515111055
10,0.1,0.1387611515111055
11,0.11,0.14071747056462464
12,0.12,0.15092064194744303
13,0.13,0.15152553369383384
14,0.14,0.1592944165901874
15,0.15,0.1592944165901874
16,0.16,0.16880668525714104
17,0.17,0.17221680765292285
18,0.18,0.17464480005914534
19,0.19,0.1767531632414308
20,0.2,0.1767531632414308
21,0.21,0.18507371712359524
22,0.22,0.20576901473490394
23,0.23,0.21288545759904617
24,0.24,0.21288545759904617
25,0.25,0.22650211530662803
26,0.26,0.23621780878570242
27,0.27,0.2371645726017134
28,0.28,0.2498234120924697
29,0.29,0.2498234120924697
30,0.3,0.2569173212612275
31,0.31,0.26686804924184654
32,0.32,0.2674023196106991
33,0.33,0.2733503611795853
34,0.34,0.2733503611795853
35,0.35000000000000003,0.28967348242518703
36,0.36,0.3201387191853108
37,0.37,0.331873678914055
38,0.38,0.33588015517647485
39,0.39,0.33588015517647485
40,0.4,0.340615549342025
41,0.41000000000000003,0.34403879367117474
42,0.42,0.3602342227531751
43,0.43,0.3602342227531751
44,0.44,0.36824719786345367
45,0.45,0.37794718160340857
46,0.46,0.3825098706858852
47,0.47000000000000003,0.42358512297224105
48,0.48,0.42358512297224105
49,0.49,0.451580889462895
50,0.5,0.4542985204456069
51,0.51,0.46162576082433393
52,0.52,0.5142731565725064
53,0.53,0.5142731565725064
54,0.54,0.5352610493754119
55,0.55,0.55710547462353
56,0.56,0.5660908565808992
57,0.5700000000000001,0.5903730370647373
58,0.58,0.5903730370647373
59,0.59,0.653769365627484
60,0.6,0.6656437671736114
61,0.61,0.6723336004933546
62,0.62,0.6723336004933546
63,0.63,0.7283303139999463
64,0.64,0.7641428050582931
65,0.65,0.7858411703381528
66,0.66,0.9370669745404243
67,0.67,0.9370669745404243
68,0.68,0.9559969894942758
69,0.6900000000000001,1.21531045782931
70,0.7000000000000001,1.3191658332546543
71,0.71,1.5083248090357997
72,0.72,1.5083248090357997
73,0.73,1.5511547387956395
74,0.74,1.7211620634790894
75,0.75,1.8202970456497094
76,0.76,1.8275928180813992
77,0.77,1.8275928180813992
78,0.78,1.8719856435831073
79,0.79,1.9719043014634094
80,0.8,2.30481353738643
81,0.81,2.30481353738643
82,0.8200000000000001,2.3279773062949447
83,0.8300000000000001,2.34667582532892
84,0.84,2.5067818682931438
85,0.85,2.526916561338285
86,0.86,2.526916561338285
87,0.87,2.526916561338285
88,0.88,2.6458697105706404
89,0.89,2.742856337430598
90,0.9,2.8950426821922735
91,0.91,2.8950426821922735
92,0.92,3.0252685639104704
93,0.93,3.212340788521787
94,0.9400000000000001,3.4729345041373763
95,0.9500000000000001,3.550185736762067
96,0.96,3.550185736762067
97,0.97,3.5930446188766747
98,0.98,3.6656289593914484
99,0.99,4.948082030948682
100,1.0,6.719408534755917
