,cdf,Time per Output Token
0,0.0,0.015010551382498934
1,0.01,0.015010551382498934
2,0.02,0.015313784737057837
3,0.03,0.015436786406624717
4,0.04,0.015560776036449356
5,0.05,0.015560776036449356
6,0.06,0.015685761561915694
7,0.07,0.0157801590720911
8,0.08,0.015970661774644724
9,0.09,0.016066773825145382
10,0.1,0.016066773825145382
11,0.11,0.016195823569475656
12,0.12,0.016195823569475656
13,0.13,0.01622824764068582
14,0.14,0.016391344295595824
15,0.15,0.016391344295595824
16,0.16,0.016457041000491286
17,0.17,0.016457041000491286
18,0.18,0.016457041000491286
19,0.19,0.016457041000491286
20,0.2,0.016457041000491286
21,0.21,0.0164899880295213
22,0.22,0.01652300101856939
23,0.23,0.01662243706766539
24,0.24,0.01662243706766539
25,0.25,0.01662243706766539
26,0.26,0.016755949948164837
27,0.27,0.016924350101212383
28,0.28,0.016992183099781375
29,0.29,0.016992183099781375
30,0.3,0.017162957436268847
31,0.31,0.01719731771141653
32,0.32,0.017370153685716334
33,0.33,0.017615046166413306
34,0.34,0.017615046166413306
35,0.35000000000000003,0.017650311524103825
36,0.36,0.017685647483111043
37,0.37,0.017685647483111043
38,0.38,0.017685647483111043
39,0.39,0.017685647483111043
40,0.4,0.017827700163434393
41,0.41000000000000003,0.017827700163434393
42,0.42,0.017934987941648994
43,0.43,0.017934987941648994
44,0.44,0.017970893823414057
45,0.45,0.018006871588826297
46,0.46,0.01807904334652525
47,0.47000000000000003,0.01815150436949626
48,0.48,0.01815150436949626
49,0.49,0.018224255817118045
50,0.5,0.01844426437148869
51,0.51,0.018518189204716273
52,0.52,0.018518189204716273
53,0.53,0.018518189204716273
54,0.54,0.018666928933571365
55,0.55,0.018741746209039317
56,0.56,0.01881686335304635
57,0.5700000000000001,0.018930103952989618
58,0.58,0.018930103952989618
59,0.59,0.01896800205900161
60,0.6,0.01900597603709771
61,0.61,0.01908215221743059
62,0.62,0.01908215221743059
63,0.63,0.01912035472437239
64,0.64,0.019196989335858235
65,0.65,0.019196989335858235
66,0.66,0.01923542174694104
67,0.67,0.01923542174694104
68,0.68,0.01923542174694104
69,0.6900000000000001,0.01931251754843599
70,0.7000000000000001,0.019389922350829727
71,0.71,0.01942874101419474
72,0.72,0.01942874101419474
73,0.73,0.01942874101419474
74,0.74,0.019545663917194606
75,0.75,0.019584794375487293
76,0.76,0.01974210117114045
77,0.77,0.01974210117114045
78,0.78,0.019781624897208798
79,0.79,0.01990067146884956
80,0.8,0.019940512652971382
81,0.81,0.019940512652971382
82,0.8200000000000001,0.01998043359922357
83,0.8300000000000001,0.02071283355461296
84,0.84,0.02075430068885643
85,0.85,0.021173565515246733
86,0.86,0.021173565515246733
87,0.87,0.021173565515246733
88,0.88,0.0213009888385126
89,0.89,0.0213009888385126
90,0.9,0.02208179488046369
91,0.91,0.02208179488046369
92,0.92,0.022754285879948363
93,0.93,0.024064880490925433
94,0.9400000000000001,0.026595806952064222
95,0.9500000000000001,0.027515612787962093
96,0.96,0.027515612787962093
97,0.97,0.027903540655237234
98,0.98,0.02980730828721308
99,0.99,0.029866982578078374
100,1.0,0.04255314335389525
