,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.03655264959769098
1,0.01,0.03655264959769098
2,0.02,0.06554611040713508
3,0.03,0.06554611040713508
4,0.04,0.0727299964470121
5,0.05,0.0945145690679638
6,0.06,0.0945145690679638
7,0.07,0.11706789480646827
8,0.08,0.11706789480646827
9,0.09,0.12184552785120135
10,0.1,0.12834912559691156
11,0.11,0.12834912559691156
12,0.12,0.13199368809506912
13,0.13,0.13199368809506912
14,0.14,0.1401557247357697
15,0.15,0.14043631677728274
16,0.16,0.14043631677728274
17,0.17,0.1421317051292333
18,0.18,0.1421317051292333
19,0.19,0.14646026143356622
20,0.2,0.15551686131708756
21,0.21,0.15551686131708756
22,0.22,0.1725615860466224
23,0.23,0.1817721919818646
24,0.24,0.1817721919818646
25,0.25,0.18359903349453494
26,0.26,0.18359903349453494
27,0.27,0.20908779955502088
28,0.28,0.20950639374832422
29,0.29,0.20950639374832422
30,0.3,0.2111891675797742
31,0.31,0.2111891675797742
32,0.32,0.21331165471135655
33,0.33,0.21416661038659682
34,0.34,0.21416661038659682
35,0.35000000000000003,0.2320039255463567
36,0.36,0.2320039255463567
37,0.37,0.2488261140375078
38,0.38,0.2594993841317182
39,0.39,0.2594993841317182
40,0.4,0.2690115569490803
41,0.41000000000000003,0.27225914326192013
42,0.42,0.27225914326192013
43,0.43,0.28393756127239783
44,0.44,0.28393756127239783
45,0.45,0.31949908138474076
46,0.46,0.3279149930667399
47,0.47000000000000003,0.3279149930667399
48,0.48,0.33253809068365264
49,0.49,0.33253809068365264
50,0.5,0.3660443291567078
51,0.51,0.4013181381166827
52,0.52,0.4013181381166827
53,0.53,0.44263898579128574
54,0.54,0.44263898579128574
55,0.55,0.45611935437441303
56,0.56,0.47950510174326977
57,0.5700000000000001,0.47950510174326977
58,0.58,0.490171113473513
59,0.59,0.490171113473513
60,0.6,0.5267650192423886
61,0.61,0.540640514157418
62,0.62,0.540640514157418
63,0.63,0.5559923767721343
64,0.64,0.571780166180292
65,0.65,0.571780166180292
66,0.66,0.6524631331287278
67,0.67,0.6524631331287278
68,0.68,0.6616618609077805
69,0.6900000000000001,0.6736796137075555
70,0.7000000000000001,0.6736796137075555
71,0.71,0.6777338432672046
72,0.72,0.6777338432672046
73,0.73,0.7011730096495689
74,0.74,0.7312494706500897
75,0.75,0.7312494706500897
76,0.76,0.7490117587416267
77,0.77,0.7490117587416267
78,0.78,0.9351947128530309
79,0.79,1.0110602206214547
80,0.8,1.0110602206214547
81,0.81,1.1151618332777034
82,0.8200000000000001,1.1331479337069825
83,0.8300000000000001,1.1331479337069825
84,0.84,1.3297614895677048
85,0.85,1.3297614895677048
86,0.86,1.3350911895963327
87,0.87,1.3539139242302682
88,0.88,1.3539139242302682
89,0.89,1.541875672306502
90,0.9,1.541875672306502
91,0.91,1.680345913309295
92,0.92,1.8312516625620425
93,0.93,1.8312516625620425
94,0.9400000000000001,1.9679644327292167
95,0.9500000000000001,1.9679644327292167
96,0.96,2.2682299576780154
97,0.97,2.656474388163431
98,0.98,2.656474388163431
99,0.99,3.0434747452882664
100,1.0,24.803891850978285
