,cdf,Time per Output Token
0,0.0,0.0061641674485034825
1,0.01,0.0061641674485034825
2,0.02,0.006288691933037197
3,0.03,0.006288691933037197
4,0.04,0.006377352827792948
5,0.05,0.006390120300921663
6,0.06,0.006390120300921663
7,0.07,0.006415731979871571
8,0.08,0.006415731979871571
9,0.09,0.0064285762881395835
10,0.1,0.0064285762881395835
11,0.11,0.0064285762881395835
12,0.12,0.006441446310738462
13,0.13,0.006441446310738462
14,0.14,0.006454342099148345
15,0.15,0.006467263704952446
16,0.16,0.006467263704952446
17,0.17,0.00651920933739388
18,0.18,0.00651920933739388
19,0.19,0.006532260807538813
20,0.2,0.006558442187347202
21,0.21,0.006558442187347202
22,0.22,0.006558442187347202
23,0.23,0.006571572201736286
24,0.24,0.006571572201736286
25,0.25,0.006571572201736286
26,0.26,0.006571572201736286
27,0.27,0.006584728502440463
28,0.28,0.006597911142084989
29,0.29,0.006597911142084989
30,0.3,0.006611120173400476
31,0.31,0.006611120173400476
32,0.32,0.006611120173400476
33,0.33,0.006611120173400476
34,0.34,0.006611120173400476
35,0.35000000000000003,0.0066243556492231
36,0.36,0.0066243556492231
37,0.37,0.0066243556492231
38,0.38,0.0066376176224948145
39,0.39,0.0066376176224948145
40,0.4,0.0066376176224948145
41,0.41000000000000003,0.006664221273683521
42,0.42,0.006664221273683521
43,0.43,0.006690931552625862
44,0.44,0.006690931552625862
45,0.45,0.006690931552625862
46,0.46,0.006690931552625862
47,0.47000000000000003,0.006690931552625862
48,0.48,0.006690931552625862
49,0.49,0.006690931552625862
50,0.5,0.006717748886687155
51,0.51,0.006717748886687155
52,0.52,0.006717748886687155
53,0.53,0.0067311978334072455
54,0.54,0.0067311978334072455
55,0.55,0.0067581765552057515
56,0.56,0.006771706438199156
57,0.5700000000000001,0.006771706438199156
58,0.58,0.006771706438199156
59,0.59,0.006771706438199156
60,0.6,0.006771706438199156
61,0.61,0.006785263408045402
62,0.62,0.006785263408045402
63,0.63,0.006798847518972421
64,0.64,0.0068124588253167095
65,0.65,0.0068124588253167095
66,0.66,0.0068124588253167095
67,0.67,0.0068124588253167095
68,0.68,0.0068124588253167095
69,0.6900000000000001,0.006826097381523547
70,0.7000000000000001,0.006826097381523547
71,0.71,0.006826097381523547
72,0.72,0.006826097381523547
73,0.73,0.006839763242147218
74,0.74,0.006853456461851218
75,0.75,0.006853456461851218
76,0.76,0.006853456461851218
77,0.77,0.006853456461851218
78,0.78,0.006853456461851218
79,0.79,0.006867177095408477
80,0.8,0.006867177095408477
81,0.81,0.006867177095408477
82,0.8200000000000001,0.006922334867471355
83,0.8300000000000001,0.006922334867471355
84,0.84,0.0069500796687990965
85,0.85,0.0069500796687990965
86,0.86,0.006977935671623941
87,0.87,0.006977935671623941
88,0.88,0.006977935671623941
89,0.89,0.007005903321642825
90,0.9,0.007005903321642825
91,0.91,0.007019929154118583
92,0.92,0.007062175354989411
93,0.93,0.007062175354989411
94,0.9400000000000001,0.0070763138441885896
95,0.9500000000000001,0.0070763138441885896
96,0.96,0.0070763138441885896
97,0.97,0.0071188993702705995
98,0.98,0.0071188993702705995
99,0.99,0.00716174117766964
100,1.0,0.007365103788799681
