,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.097587948109981
1,0.01,0.097587948109981
2,0.02,0.10508336925129749
3,0.03,0.10508336925129749
4,0.04,0.11660055836745689
5,0.05,0.11660055836745689
6,0.06,0.1691446365789772
7,0.07,0.1760475624955576
8,0.08,0.1760475624955576
9,0.09,0.20992582596804063
10,0.1,0.20992582596804063
11,0.11,0.2111891675797742
12,0.12,0.2111891675797742
13,0.13,0.2329338000677104
14,0.14,0.24389902523764606
15,0.15,0.24389902523764606
16,0.16,0.24932426441596126
17,0.17,0.24932426441596126
18,0.18,0.264741621192242
19,0.19,0.2805506713900541
20,0.2,0.2805506713900541
21,0.21,0.28393756127239783
22,0.22,0.28393756127239783
23,0.23,0.28507558642977704
24,0.24,0.28507558642977704
25,0.25,0.2856463083245313
26,0.26,0.2862181728056615
27,0.27,0.2862181728056615
28,0.28,0.29025340931692917
29,0.29,0.29025340931692917
30,0.3,0.3100564534021066
31,0.31,0.3100564534021066
32,0.32,0.35380801398719924
33,0.33,0.39337150393343134
34,0.34,0.39337150393343134
35,0.35000000000000003,0.40292662603650115
36,0.36,0.40292662603650115
37,0.37,0.4210512206982999
38,0.38,0.4218941660850833
39,0.39,0.4218941660850833
40,0.4,0.4227387990502186
41,0.41000000000000003,0.4227387990502186
42,0.42,0.48919175060943004
43,0.43,0.48919175060943004
44,0.44,0.5142731565725064
45,0.45,0.5153027324615405
46,0.46,0.5153027324615405
47,0.47000000000000003,0.5331242808517261
48,0.48,0.5331242808517261
49,0.49,0.5471672848057016
50,0.5,0.5660908565808992
51,0.51,0.5660908565808992
52,0.52,0.5752211609858071
53,0.53,0.5752211609858071
54,0.54,0.5798413880809572
55,0.55,0.5798413880809572
56,0.56,0.5891934705571155
57,0.5700000000000001,0.6268796793879171
58,0.58,0.6268796793879171
59,0.59,0.6577037745562817
60,0.6,0.6577037745562817
61,0.61,0.6859156447411077
62,0.62,0.6859156447411077
63,0.63,0.7610923378229978
64,0.64,0.7626160462070278
65,0.65,0.7626160462070278
66,0.66,0.7889908311915514
67,0.67,0.7889908311915514
68,0.68,0.852995887262035
69,0.6900000000000001,0.852995887262035
70,0.7000000000000001,0.852995887262035
71,0.71,0.9130172266954232
72,0.72,0.9130172266954232
73,0.73,0.9221932054484151
74,0.74,0.9221932054484151
75,0.75,0.9483795215374583
76,0.76,0.9483795215374583
77,0.77,0.9483795215374583
78,0.78,0.9636756416255251
79,0.79,0.9636756416255251
80,0.8,0.9694750783202029
81,0.81,0.9694750783202029
82,0.8200000000000001,1.073580714485702
83,0.8300000000000001,1.1084908928883734
84,0.84,1.1084908928883734
85,0.85,1.2776207787331588
86,0.86,1.2776207787331588
87,0.87,1.3324236747320042
88,0.88,1.3923592497518447
89,0.89,1.3923592497518447
90,0.9,1.6306841700806425
91,0.91,1.6306841700806425
92,0.92,1.8239412839793383
93,0.93,1.8239412839793383
94,0.9400000000000001,3.186744575048471
95,0.9500000000000001,3.550185736762067
96,0.96,3.550185736762067
97,0.97,8.190706853178607
98,0.98,8.190706853178607
99,0.99,8.207104664696484
100,1.0,9991566009.249968
