,cdf,Time to First Token
0,0.0,12.897072560677953
1,0.01,12.897072560677953
2,0.02,20.552868296348876
3,0.03,20.552868296348876
4,0.04,21.955123511566782
5,0.05,21.955123511566782
6,0.06,23.35942517292192
7,0.07,23.64142699592072
8,0.08,23.64142699592072
9,0.09,23.926833227529155
10,0.1,23.926833227529155
11,0.11,24.70487441745884
12,0.12,24.70487441745884
13,0.13,24.70487441745884
14,0.14,26.180126393469997
15,0.15,26.180126393469997
16,0.16,26.390407477549488
17,0.17,26.390407477549488
18,0.18,26.709000206748026
19,0.19,26.76247167863341
20,0.2,26.76247167863341
21,0.21,27.79901555374385
22,0.22,27.79901555374385
23,0.23,28.417371072605857
24,0.24,28.417371072605857
25,0.25,28.933515286058807
26,0.26,29.755102533038666
27,0.27,29.755102533038666
28,0.28,29.874361341528978
29,0.29,29.874361341528978
30,0.3,30.416968843737266
31,0.31,30.416968843737266
32,0.32,30.907554730065282
33,0.33,30.969431716511867
34,0.34,30.969431716511867
35,0.35000000000000003,31.658309312946972
36,0.36,31.658309312946972
37,0.37,33.01627645128441
38,0.38,33.61595050264383
39,0.39,33.61595050264383
40,0.4,33.68324970284932
41,0.41000000000000003,33.68324970284932
42,0.42,34.63970895500363
43,0.43,34.63970895500363
44,0.44,35.26886938251604
45,0.45,35.55215205184124
46,0.46,35.55215205184124
47,0.47000000000000003,36.19788516735264
48,0.48,36.19788516735264
49,0.49,37.9777595100358
50,0.5,38.20631111243247
51,0.51,38.20631111243247
52,0.52,38.35944246645889
53,0.53,38.35944246645889
54,0.54,39.212701924648975
55,0.55,39.212701924648975
56,0.56,40.1651912410706
57,0.5700000000000001,40.1651912410706
58,0.58,40.1651912410706
59,0.59,40.976582199748535
60,0.6,40.976582199748535
61,0.61,41.97191674322714
62,0.62,41.97191674322714
63,0.63,42.22450533589516
64,0.64,44.12386366705374
65,0.65,44.12386366705374
66,0.66,44.389402758225586
67,0.67,44.389402758225586
68,0.68,44.65653987375613
69,0.6900000000000001,45.19564670365433
70,0.7000000000000001,45.19564670365433
71,0.71,47.04011666295805
72,0.72,47.04011666295805
73,0.73,48.56974442417677
74,0.74,48.56974442417677
75,0.75,48.95986089487216
76,0.76,49.45191584212306
77,0.77,49.45191584212306
78,0.78,49.94891602546512
79,0.79,49.94891602546512
80,0.8,51.05996932250756
81,0.81,51.05996932250756
82,0.8200000000000001,51.16219148331339
83,0.8300000000000001,51.57313071742179
84,0.84,51.57313071742179
85,0.85,51.676380228367584
86,0.86,51.676380228367584
87,0.87,53.25016083712919
88,0.88,53.35676776573205
89,0.89,53.35676776573205
90,0.9,54.10901621767679
91,0.91,54.10901621767679
92,0.92,54.871870217092805
93,0.93,54.871870217092805
94,0.9400000000000001,58.85053110173148
95,0.9500000000000001,58.85053110173148
96,0.96,58.85053110173148
97,0.97,62.74010520908983
98,0.98,62.74010520908983
99,0.99,66.35379118512954
100,1.0,67.82975111246652
