,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.09301436906695841
1,0.01,0.09301436906695841
2,0.02,0.10550454465794055
3,0.03,0.1076358785565166
4,0.04,0.1168339929187431
5,0.05,0.11919419693100665
6,0.06,0.12430697161877663
7,0.07,0.14043631677728274
8,0.08,0.14270137071124867
9,0.09,0.14558413059383216
10,0.1,0.153354794320592
11,0.11,0.153354794320592
12,0.12,0.17050322121724426
13,0.13,0.17084456900746897
14,0.14,0.1725615860466224
15,0.15,0.1803238151950351
16,0.16,0.1903290137661421
17,0.17,0.19262672137043002
18,0.18,0.1945626527536209
19,0.19,0.1969114700878593
20,0.2,0.20088934698953562
21,0.21,0.20088934698953562
22,0.22,0.20290831916857138
23,0.23,0.2292365151883339
24,0.24,0.2320039255463567
25,0.25,0.23669071731179986
26,0.26,0.23906949936495386
27,0.27,0.24341171449791046
28,0.28,0.2453668188558114
29,0.29,0.2453668188558114
30,0.3,0.2488261140375078
31,0.31,0.2488261140375078
32,0.32,0.2569173212612275
33,0.33,0.2600189024182682
34,0.34,0.26106106130355294
35,0.35000000000000003,0.2684740713208104
36,0.36,0.2690115569490803
37,0.37,0.2733503611795853
38,0.38,0.28507558642977704
39,0.39,0.29611691910657956
40,0.4,0.29730375927650554
41,0.41000000000000003,0.29730375927650554
42,0.42,0.30574590585585465
43,0.43,0.3182236372229695
44,0.44,0.32988839797746117
45,0.45,0.341980740556631
46,0.46,0.3433514034740295
47,0.47000000000000003,0.3461092322277037
48,0.48,0.3516915210261385
49,0.49,0.35951447405636566
50,0.5,0.4356131165154961
51,0.51,0.4356131165154961
52,0.52,0.4382346528327798
53,0.53,0.44441308816509617
54,0.54,0.45248495530766547
55,0.55,0.49213572518622073
56,0.56,0.5111967550413993
57,0.5700000000000001,0.5173680720051342
58,0.58,0.5194416894544359
59,0.59,0.5215236179873911
60,0.6,0.5582208008990526
61,0.61,0.5582208008990526
62,0.62,0.602299367544442
63,0.63,0.6206421202899309
64,0.64,0.6357177197738274
65,0.65,0.6498584924821468
66,0.66,0.6656437671736114
67,0.67,0.6696496367029259
68,0.68,0.6723336004933546
69,0.6900000000000001,0.6900435112012945
70,0.7000000000000001,0.691424979692188
71,0.71,0.691424979692188
72,0.72,0.6955860015398296
73,0.73,0.7082199179121906
74,0.74,0.7110584718531673
75,0.75,0.7124820123373579
76,0.76,0.7139084027524476
77,0.77,0.7153376488040041
78,0.78,0.7167697562090172
79,0.79,0.7283303139999463
80,0.8,0.7297884327466929
81,0.81,0.7297884327466929
82,0.8200000000000001,0.7490117587416267
83,0.8300000000000001,0.7535193400176919
84,0.84,0.7535193400176919
85,0.85,0.7565394545867864
86,0.86,0.7610923378229978
87,0.87,0.7718225704980374
88,0.88,0.7764674281075713
89,0.89,0.7905703924151583
90,0.9,0.7905703924151583
91,0.91,0.7905703924151583
92,0.92,0.7921531159234969
93,0.93,0.7937390080474679
94,0.9400000000000001,0.8049295086166446
95,0.9500000000000001,0.811394773418487
96,0.96,0.8162777780515558
97,0.97,0.8195494291943966
98,0.98,0.8411371457701046
99,0.99,0.8807331949458154
100,1.0,0.8949382683468082
