,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.15152553369383384
1,0.01,0.18140901077910365
2,0.02,0.18956921806228094
3,0.03,0.20825311855348488
4,0.04,0.2215734808922789
5,0.05,0.22650211530662803
6,0.06,0.24050822871257613
7,0.07,0.24783279720833296
8,0.08,0.2579470489719662
9,0.09,0.2636847694677737
10,0.1,0.2733503611795853
11,0.11,0.27887240663136104
12,0.12,0.28450600483850874
13,0.13,0.3020988796911206
14,0.14,0.30270368225306477
15,0.15,0.3144277730463412
16,0.16,0.3175878257599865
17,0.17,0.32077963754203814
18,0.18,0.32335616788108923
19,0.19,0.3253021376083066
20,0.2,0.3279149930667399
21,0.21,0.3332038326069433
22,0.22,0.33588015517647485
23,0.23,0.33790149473597514
24,0.24,0.3461092322277037
25,0.25,0.3481921307622794
26,0.26,0.35593724408346616
27,0.27,0.358079287967504
28,0.28,0.3624021260184165
29,0.29,0.3653129718556954
30,0.3,0.36824719786345367
31,0.31,0.3704633235179314
32,0.32,0.37568628722597003
33,0.33,0.3817456151999994
34,0.34,0.3825098706858852
35,0.35000000000000003,0.3879026722015318
36,0.36,0.3886792541278612
37,0.37,0.39337150393343134
38,0.38,0.3981203999530817
39,0.39,0.4069761073074159
40,0.4,0.4102449752934927
41,0.41000000000000003,0.41853247632388274
42,0.42,0.42443314123644965
43,0.43,0.4321421129526276
44,0.44,0.4382346528327798
45,0.45,0.4382346528327798
46,0.46,0.43999110258716995
47,0.47000000000000003,0.4435251499270041
48,0.48,0.4588642980117241
49,0.49,0.46162576082433393
50,0.5,0.46533357964714056
51,0.51,0.46719864222582397
52,0.52,0.47950510174326977
53,0.53,0.482390781698451
54,0.54,0.4833565290091586
55,0.55,0.490171113473513
56,0.56,0.490171113473513
57,0.5700000000000001,0.4911524370240105
58,0.58,0.49213572518622073
59,0.59,0.5071234944098811
60,0.6,0.5122201719684092
61,0.61,0.5142731565725064
62,0.62,0.5236138909149227
63,0.63,0.5246621669728105
64,0.64,0.5428074078345082
65,0.65,0.552666409283212
66,0.66,0.5615801949281531
67,0.67,0.5763727549016947
68,0.68,0.58333089562673
69,0.6900000000000001,0.6047133906468014
70,0.7000000000000001,0.6369904279215228
71,0.71,0.7039833194975533
72,0.72,0.7167697562090172
73,0.73,0.7283303139999463
74,0.74,0.7312494706500897
75,0.75,0.7415589647464548
76,0.76,0.744531141987746
77,0.77,0.7595716738113635
78,0.78,0.7595716738113635
79,0.79,0.7764674281075713
80,0.8,0.7811402386470111
81,0.81,0.7874144259344256
82,0.8200000000000001,0.8017162203719557
83,0.8300000000000001,0.8049295086166446
84,0.84,0.811394773418487
85,0.85,0.8294432699614355
86,0.86,0.8361054314563258
87,0.87,0.844508433557472
88,0.88,0.8461991411321617
89,0.89,0.8461991411321617
90,0.9,0.8495907174577653
91,0.91,0.8512915997749979
92,0.92,0.8547035867360331
93,0.93,0.8581292489818065
94,0.9400000000000001,0.8667535942030656
95,0.9500000000000001,0.8719697503269105
96,0.96,0.8754646155638268
97,0.97,0.8895847136768781
98,0.98,0.8949382683468082
99,0.99,0.9039325504868199
100,1.0,0.9203506615813853
