,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.03421806270723731
1,0.01,0.03421806270723731
2,0.02,0.05836718504420853
3,0.03,0.07554691983358185
4,0.04,0.08118690307520607
5,0.05,0.09320058402004541
6,0.06,0.09320058402004541
7,0.07,0.10076126580515044
8,0.08,0.10571576496756607
9,0.09,0.1159030494041653
10,0.1,0.11871837226843242
11,0.11,0.13683203010563819
12,0.12,0.13683203010563819
13,0.13,0.1447132408020166
14,0.14,0.1494189559713202
15,0.15,0.1506191022032923
16,0.16,0.16186362698559115
17,0.17,0.1661272698835136
18,0.18,0.1661272698835136
19,0.19,0.16712703011749017
20,0.2,0.16880668525714104
21,0.21,0.17746159204357204
22,0.22,0.18140901077910365
23,0.23,0.18881245547197503
24,0.24,0.18881245547197503
25,0.25,0.19339877158428923
26,0.26,0.20867004171375214
27,0.27,0.2124601120294177
28,0.28,0.21936878718939543
29,0.29,0.21980796394052537
30,0.3,0.21980796394052537
31,0.31,0.22290691853472738
32,0.32,0.22290691853472738
33,0.33,0.23154038123957085
34,0.34,0.25589170423585045
35,0.35000000000000003,0.2579470489719662
36,0.36,0.2579470489719662
37,0.37,0.2584634594804186
38,0.38,0.2600189024182682
39,0.39,0.26580270879112106
40,0.4,0.26955011862465406
41,0.41000000000000003,0.2706304787390213
42,0.42,0.2706304787390213
43,0.43,0.27554593538799327
44,0.44,0.27665032680799384
45,0.45,0.2920001653830144
46,0.46,0.2943455364635546
47,0.47000000000000003,0.29730375927650554
48,0.48,0.29730375927650554
49,0.49,0.3051350249250737
50,0.5,0.3119223849413211
51,0.51,0.3125468541804428
52,0.52,0.31505725807746504
53,0.53,0.31505725807746504
54,0.54,0.3163200113535738
55,0.55,0.31949908138474076
56,0.56,0.32077963754203814
57,0.5700000000000001,0.3272598182554177
58,0.58,0.32988839797746117
59,0.59,0.32988839797746117
60,0.6,0.3338709073468971
61,0.61,0.33588015517647485
62,0.62,0.3468021436035349
63,0.63,0.3495876890062582
64,0.64,0.35098884066444797
65,0.65,0.35098884066444797
66,0.66,0.35239560815532
67,0.67,0.3531011048683437
68,0.68,0.3573638448347018
69,0.6900000000000001,0.3638546380941295
70,0.7000000000000001,0.3645830758080317
71,0.71,0.3645830758080317
72,0.72,0.3817456151999994
73,0.73,0.39337150393343134
74,0.74,0.39573882861822257
75,0.75,0.39653109854538615
76,0.76,0.4005163036748911
77,0.77,0.4005163036748911
78,0.78,0.4005163036748911
79,0.79,0.4102449752934927
80,0.8,0.4218941660850833
81,0.81,0.426987396036926
82,0.8200000000000001,0.4286987666509311
83,0.8300000000000001,0.4286987666509311
84,0.84,0.43911199948509766
85,0.85,0.4417545922132812
86,0.86,0.4470875830467477
87,0.87,0.451580889462895
88,0.88,0.46719864222582397
89,0.89,0.46719864222582397
90,0.9,0.4766366840350462
91,0.91,0.49213572518622073
92,0.92,0.4931209818933002
93,0.93,0.49410821108627984
94,0.9400000000000001,0.5010743777498001
95,0.9500000000000001,0.5010743777498001
96,0.96,0.5091560514690819
97,0.97,0.5122201719684092
98,0.98,0.5460740434774185
99,0.99,0.5975001932969285
100,1.0,0.6886648028872061
