,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.023213953100834992
1,0.01,0.023213953100834992
2,0.02,0.029451758037343144
3,0.03,0.04023566164519613
4,0.04,0.04080292265917775
5,0.05,0.04618955794251058
6,0.06,0.04618955794251058
7,0.07,0.05053942799259056
8,0.08,0.053343589008089935
9,0.09,0.0590718107986494
10,0.1,0.06074919586328281
11,0.11,0.07157557610929177
12,0.12,0.07157557610929177
13,0.13,0.07600156407291711
14,0.14,0.07926161265773085
15,0.15,0.08037907962428716
16,0.16,0.08742261190496955
17,0.17,0.090265378114208
18,0.18,0.090265378114208
19,0.19,0.09062716283432032
20,0.2,0.09172124049005448
21,0.21,0.09282852617171974
22,0.22,0.10076126580515044
23,0.23,0.1025913909125238
24,0.24,0.1025913909125238
25,0.25,0.10850041942574477
26,0.26,0.11848117272344057
27,0.27,0.12160208024310702
28,0.28,0.12257879887599418
29,0.29,0.12605950894219034
30,0.3,0.12605950894219034
31,0.31,0.12886355043454967
32,0.32,0.12938003709311832
33,0.33,0.1362857950016587
34,0.34,0.14971809302031183
35,0.35000000000000003,0.15551686131708756
36,0.36,0.15551686131708756
37,0.37,0.15707983228132943
38,0.38,0.15770941013658743
39,0.39,0.15834151134745428
40,0.4,0.16349038402661403
41,0.41000000000000003,0.16846940916272116
42,0.42,0.16846940916272116
43,0.43,0.17221680765292285
44,0.44,0.17325321495700072
45,0.45,0.1764000100681213
46,0.46,0.18618749779828003
47,0.47000000000000003,0.1873079812474624
48,0.48,0.1873079812474624
49,0.49,0.19109185474031404
50,0.5,0.1996876192952873
51,0.51,0.2000873943088915
52,0.52,0.20169451390616008
53,0.53,0.20169451390616008
54,0.54,0.2049475823621422
55,0.55,0.2053578878323367
56,0.56,0.2053578878323367
57,0.5700000000000001,0.20576901473490394
58,0.58,0.20867004171375214
59,0.59,0.20867004171375214
60,0.6,0.20950639374832422
61,0.61,0.21373870507113907
62,0.62,0.22740993850643093
63,0.63,0.22740993850643093
64,0.64,0.23859183802756134
65,0.65,0.23859183802756134
66,0.66,0.24195561638817922
67,0.67,0.2453668188558114
68,0.68,0.24585804371838563
69,0.6900000000000001,0.24733762678434026
70,0.7000000000000001,0.25385273666706837
71,0.71,0.25385273666706837
72,0.72,0.2615837060709274
73,0.73,0.2805506713900541
74,0.74,0.29141674846916216
75,0.75,0.2978989619977798
76,0.76,0.3008928973430347
77,0.77,0.3008928973430347
78,0.78,0.30330969563094884
79,0.79,0.3163200113535738
80,0.8,0.33054883521064926
81,0.81,0.3365525879195709
82,0.8200000000000001,0.33857797420491603
83,0.8300000000000001,0.33857797420491603
84,0.84,0.3468021436035349
85,0.85,0.3602342227531751
86,0.86,0.3660443291567078
87,0.87,0.3764384119251212
88,0.88,0.39732495459853007
89,0.89,0.39732495459853007
90,0.9,0.41271384517123605
91,0.91,0.43999110258716995
92,0.92,0.44619430116253844
93,0.93,0.451580889462895
94,0.9400000000000001,0.457947486227485
95,0.9500000000000001,0.457947486227485
96,0.96,0.46533357964714056
97,0.97,0.4728388010839697
98,0.98,0.5482627148053126
99,0.99,0.6459710143283202
100,1.0,0.9950119800279639
