,cdf,Time per Output Token
0,0.0,0.01870430016266761
1,0.01,0.01870430016266761
2,0.02,0.01931251754843599
3,0.03,0.02006051541717455
4,0.04,0.020302691835303904
5,0.05,0.02046576484666739
6,0.06,0.02046576484666739
7,0.07,0.02160130005580778
8,0.08,0.021818396803331926
9,0.09,0.021949700745835708
10,0.1,0.021993644090672216
11,0.11,0.022037675410173048
12,0.12,0.022037675410173048
13,0.13,0.02208179488046369
14,0.14,0.022437945322961717
15,0.15,0.022482866134419098
16,0.16,0.022663450498027784
17,0.17,0.022708822771297113
18,0.18,0.022708822771297113
19,0.19,0.022708822771297113
20,0.2,0.022754285879948363
21,0.21,0.023353655554260517
22,0.22,0.023353655554260517
23,0.23,0.023400409619434216
24,0.24,0.023400409619434216
25,0.25,0.024258171733367175
26,0.26,0.024698772482012597
27,0.27,0.024698772482012597
28,0.28,0.025046987228567425
29,0.29,0.025197720951150127
30,0.3,0.025197720951150127
31,0.31,0.025197720951150127
32,0.32,0.02529871371949866
33,0.33,0.025349361795013157
34,0.34,0.025349361795013157
35,0.35000000000000003,0.025400111268076248
36,0.36,0.025400111268076248
37,0.37,0.025450962341686013
38,0.38,0.02555297010457077
39,0.39,0.02555297010457077
40,0.4,0.025706748851362038
41,0.41000000000000003,0.02580978180965111
42,0.42,0.02580978180965111
43,0.43,0.025861453044505267
44,0.44,0.025965106059059384
45,0.45,0.026121365055713178
46,0.46,0.02633117416354552
47,0.47000000000000003,0.026542668476635518
48,0.48,0.026542668476635518
49,0.49,0.026649051810827114
50,0.5,0.026649051810827114
51,0.51,0.026755861530700437
52,0.52,0.026755861530700437
53,0.53,0.026755861530700437
54,0.54,0.026755861530700437
55,0.55,0.026809426819050193
56,0.56,0.02686309934521446
57,0.5700000000000001,0.027078866128275373
58,0.58,0.027296365969166802
59,0.59,0.027296365969166802
60,0.6,0.027351013348484454
61,0.61,0.027405770131964907
62,0.62,0.027515612787962093
63,0.63,0.027570699099849907
64,0.64,0.027625895694644402
65,0.65,0.027625895694644402
66,0.66,0.028071465225079487
67,0.67,0.02812766435465923
68,0.68,0.028240400371375287
69,0.6900000000000001,0.028353588235400958
70,0.7000000000000001,0.028410352175812174
71,0.71,0.028410352175812174
72,0.72,0.02881089449384189
73,0.73,0.028868573962298034
74,0.74,0.028868573962298034
75,0.75,0.028926368905165502
76,0.76,0.028984279553624294
77,0.77,0.028984279553624294
78,0.78,0.028984279553624294
79,0.79,0.02904230613931724
80,0.8,0.029866982578078374
81,0.81,0.030167150843845223
82,0.8200000000000001,0.030592461324073388
83,0.8300000000000001,0.030592461324073388
84,0.84,0.030592461324073388
85,0.85,0.03127295366952141
86,0.86,0.031335562185376316
87,0.87,0.031840963779705946
88,0.88,0.031840963779705946
89,0.89,0.031840963779705946
90,0.9,0.03235451684009322
91,0.91,0.03281066582035456
92,0.92,0.03347348546025249
93,0.93,0.033540499445157905
94,0.9400000000000001,0.034700484821205746
95,0.9500000000000001,0.034700484821205746
96,0.96,0.03575727227196959
97,0.97,0.03575727227196959
98,0.98,0.03655264959769098
99,0.99,0.03677262483438678
100,1.0,0.04154402542933529
