,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.06959925690617912
1,0.01,0.06959925690617912
2,0.02,0.06959925690617912
3,0.03,0.06959925690617912
4,0.04,0.06959925690617912
5,0.05,0.06959925690617912
6,0.06,0.1736000682401979
7,0.07,0.1736000682401979
8,0.08,0.1736000682401979
9,0.09,0.1736000682401979
10,0.1,0.1736000682401979
11,0.11,0.1736000682401979
12,0.12,0.29730375927650554
13,0.13,0.29730375927650554
14,0.14,0.29730375927650554
15,0.15,0.29730375927650554
16,0.16,0.29730375927650554
17,0.17,0.29730375927650554
18,0.18,0.37946199844869594
19,0.19,0.37946199844869594
20,0.2,0.37946199844869594
21,0.21,0.37946199844869594
22,0.22,0.37946199844869594
23,0.23,0.37946199844869594
24,0.24,0.38635416008546986
25,0.25,0.38635416008546986
26,0.26,0.38635416008546986
27,0.27,0.38635416008546986
28,0.28,0.38635416008546986
29,0.29,0.38635416008546986
30,0.3,0.4278422256586215
31,0.31,0.4278422256586215
32,0.32,0.4278422256586215
33,0.33,0.4278422256586215
34,0.34,0.4278422256586215
35,0.35000000000000003,0.4278422256586215
36,0.36,0.44798265328307757
37,0.37,0.44798265328307757
38,0.38,0.44798265328307757
39,0.39,0.44798265328307757
40,0.4,0.44798265328307757
41,0.41000000000000003,0.44798265328307757
42,0.42,0.44977817314040464
43,0.43,0.44977817314040464
44,0.44,0.44977817314040464
45,0.45,0.44977817314040464
46,0.46,0.44977817314040464
47,0.47000000000000003,0.44977817314040464
48,0.48,0.6095705019315779
49,0.49,0.6095705019315779
50,0.5,0.6095705019315779
51,0.51,0.6095705019315779
52,0.52,0.6095705019315779
53,0.53,0.634447554499554
54,0.54,0.634447554499554
55,0.55,0.634447554499554
56,0.56,0.634447554499554
57,0.5700000000000001,0.634447554499554
58,0.58,0.634447554499554
59,0.59,0.6983739185921765
60,0.6,0.6983739185921765
61,0.61,0.6983739185921765
62,0.62,0.6983739185921765
63,0.63,0.6983739185921765
64,0.64,0.6983739185921765
65,0.65,0.9277429992631044
66,0.66,0.9277429992631044
67,0.67,0.9277429992631044
68,0.68,0.9277429992631044
69,0.6900000000000001,0.9277429992631044
70,0.7000000000000001,0.9277429992631044
71,0.71,2.5421236413942827
72,0.72,2.5421236413942827
73,0.73,2.5421236413942827
74,0.74,2.5421236413942827
75,0.75,2.5421236413942827
76,0.76,2.5421236413942827
77,0.77,2.7319068220611302
78,0.78,2.7319068220611302
79,0.79,2.7319068220611302
80,0.8,2.7319068220611302
81,0.81,2.7319068220611302
82,0.8200000000000001,2.7319068220611302
83,0.8300000000000001,2.7870950192756454
84,0.84,2.7870950192756454
85,0.85,2.7870950192756454
86,0.86,2.7870950192756454
87,0.87,2.7870950192756454
88,0.88,2.7870950192756454
89,0.89,2.854794466123588
90,0.9,2.854794466123588
91,0.91,2.854794466123588
92,0.92,2.854794466123588
93,0.93,2.854794466123588
94,0.9400000000000001,2.854794466123588
95,0.9500000000000001,3.76218513553916
96,0.96,3.76218513553916
97,0.97,3.76218513553916
98,0.98,3.76218513553916
99,0.99,3.76218513553916
100,1.0,3.947174307260429
