,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.048752368066212935
1,0.01,0.048752368066212935
2,0.02,0.048752368066212935
3,0.03,0.2111891675797742
4,0.04,0.2111891675797742
5,0.05,0.2111891675797742
6,0.06,0.2867911821606278
7,0.07,0.2867911821606278
8,0.08,0.2867911821606278
9,0.09,0.2990929446170268
10,0.1,0.2990929446170268
11,0.11,0.2990929446170268
12,0.12,0.3125468541804428
13,0.13,0.3125468541804428
14,0.14,0.3125468541804428
15,0.15,0.3279149930667399
16,0.16,0.3279149930667399
17,0.17,0.3279149930667399
18,0.18,0.37493566527347066
19,0.19,0.37493566527347066
20,0.2,0.37493566527347066
21,0.21,0.3910183406747068
22,0.22,0.3910183406747068
23,0.23,0.3910183406747068
24,0.24,0.39891743779082556
25,0.25,0.39891743779082556
26,0.26,0.39891743779082556
27,0.27,0.39891743779082556
28,0.28,0.39891743779082556
29,0.29,0.39891743779082556
30,0.3,0.40779087428901234
31,0.31,0.40779087428901234
32,0.32,0.40779087428901234
33,0.33,0.426987396036926
34,0.34,0.426987396036926
35,0.35000000000000003,0.426987396036926
36,0.36,0.4278422256586215
37,0.37,0.4278422256586215
38,0.38,0.4278422256586215
39,0.39,0.42955702244002203
40,0.4,0.42955702244002203
41,0.41000000000000003,0.42955702244002203
42,0.42,0.4417545922132812
43,0.43,0.4417545922132812
44,0.44,0.4417545922132812
45,0.45,0.45067862994348856
46,0.46,0.45067862994348856
47,0.47000000000000003,0.45067862994348856
48,0.48,0.46254993652167997
49,0.49,0.46254993652167997
50,0.5,0.49708177310937074
51,0.51,0.49708177310937074
52,0.52,0.49708177310937074
53,0.53,0.5030826898767411
54,0.54,0.5030826898767411
55,0.55,0.5030826898767411
56,0.56,0.5061102606548165
57,0.5700000000000001,0.5061102606548165
58,0.58,0.5061102606548165
59,0.59,0.5122201719684092
60,0.6,0.5122201719684092
61,0.61,0.5122201719684092
62,0.62,0.5660908565808992
63,0.63,0.5660908565808992
64,0.64,0.5660908565808992
65,0.65,0.5775266543109072
66,0.66,0.5775266543109072
67,0.67,0.5775266543109072
68,0.68,0.6083525788507955
69,0.6900000000000001,0.6083525788507955
70,0.7000000000000001,0.6083525788507955
71,0.71,0.6169294155828551
72,0.72,0.6169294155828551
73,0.73,0.6169294155828551
74,0.74,0.680450208654683
75,0.75,0.680450208654683
76,0.76,0.680450208654683
77,0.77,0.680450208654683
78,0.78,0.680450208654683
79,0.79,0.680450208654683
80,0.8,0.691424979692188
81,0.81,0.691424979692188
82,0.8200000000000001,0.691424979692188
83,0.8300000000000001,0.7371229308889683
84,0.84,0.7371229308889683
85,0.85,0.7371229308889683
86,0.86,0.7905703924151583
87,0.87,0.7905703924151583
88,0.88,0.7905703924151583
89,0.89,0.8650218187900726
90,0.9,0.8650218187900726
91,0.91,0.8650218187900726
92,0.92,0.8807331949458154
93,0.93,0.8807331949458154
94,0.9400000000000001,0.8807331949458154
95,0.9500000000000001,0.9111930164522756
96,0.96,0.9111930164522756
97,0.97,0.9111930164522756
98,0.98,0.9950119800279639
99,0.99,0.9950119800279639
100,1.0,1.463747059431719
