,cdf,Time per Output Token
0,0.0,0.010183342020040896
1,0.01,0.010183342020040896
2,0.02,0.010183342020040896
3,0.03,0.01020372909115209
4,0.04,0.01020372909115209
5,0.05,0.01020372909115209
6,0.06,0.010285686343103177
7,0.07,0.010285686343103177
8,0.08,0.010285686343103177
9,0.09,0.010285686343103177
10,0.1,0.010285686343103177
11,0.11,0.010285686343103177
12,0.12,0.010306278307754034
13,0.13,0.010306278307754034
14,0.14,0.010306278307754034
15,0.15,0.010306278307754034
16,0.16,0.010306278307754034
17,0.17,0.010306278307754034
18,0.18,0.010306278307754034
19,0.19,0.010306278307754034
20,0.2,0.010306278307754034
21,0.21,0.010451580998058653
22,0.22,0.010451580998058653
23,0.23,0.010451580998058653
24,0.24,0.010493471060285281
25,0.25,0.010493471060285281
26,0.26,0.010493471060285281
27,0.27,0.010535529018384658
28,0.28,0.010535529018384658
29,0.29,0.010535529018384658
30,0.3,0.010535529018384658
31,0.31,0.010535529018384658
32,0.32,0.010535529018384658
33,0.33,0.010577755545285472
34,0.34,0.010577755545285472
35,0.35000000000000003,0.010577755545285472
36,0.36,0.010598932233063824
37,0.37,0.010598932233063824
38,0.38,0.010598932233063824
39,0.39,0.010620151316613502
40,0.4,0.010620151316613502
41,0.41000000000000003,0.010620151316613502
42,0.42,0.010620151316613502
43,0.43,0.010620151316613502
44,0.44,0.010620151316613502
45,0.45,0.010705453308604753
46,0.46,0.010705453308604753
47,0.47000000000000003,0.010705453308604753
48,0.48,0.010705453308604753
49,0.49,0.010705453308604753
50,0.5,0.010748360894102584
51,0.51,0.010748360894102584
52,0.52,0.010748360894102584
53,0.53,0.010748360894102584
54,0.54,0.010748360894102584
55,0.55,0.010748360894102584
56,0.56,0.010834692676727332
57,0.5700000000000001,0.010834692676727332
58,0.58,0.010834692676727332
59,0.59,0.010965492260357958
60,0.6,0.010965492260357958
61,0.61,0.010965492260357958
62,0.62,0.011053568061265803
63,0.63,0.011053568061265803
64,0.64,0.011053568061265803
65,0.65,0.011097870894875253
66,0.66,0.011097870894875253
67,0.67,0.011097870894875253
68,0.68,0.011120088854624748
69,0.6900000000000001,0.011120088854624748
70,0.7000000000000001,0.011120088854624748
71,0.71,0.011142351294774148
72,0.72,0.011142351294774148
73,0.73,0.011142351294774148
74,0.74,0.011142351294774148
75,0.75,0.011142351294774148
76,0.76,0.011142351294774148
77,0.77,0.011254333824511598
78,0.78,0.011254333824511598
79,0.79,0.011254333824511598
80,0.8,0.011276865023359462
81,0.81,0.011276865023359462
82,0.8200000000000001,0.011276865023359462
83,0.8300000000000001,0.011276865023359462
84,0.84,0.011276865023359462
85,0.85,0.011276865023359462
86,0.86,0.01134472962633634
87,0.87,0.01134472962633634
88,0.88,0.01134472962633634
89,0.89,0.01145874609280157
90,0.9,0.01145874609280157
91,0.91,0.01145874609280157
92,0.92,0.011527705262977854
93,0.93,0.011527705262977854
94,0.9400000000000001,0.011527705262977854
95,0.9500000000000001,0.011527705262977854
96,0.96,0.011527705262977854
97,0.97,0.011527705262977854
98,0.98,0.01157390844418901
99,0.99,0.01157390844418901
100,1.0,0.01169022819683742
